"\"4741\"";"\"MONTEREY PK CONDOMINIUM\"";"\"24\"";"\"2401\"";"\"0\"";"\"21 WEST COAST RISE (127464)\"";"";"\"1\"";"\"1\"";"\"4\"";"\"-10\"";"\"19095\"";"\"33247\"";"\"1004740\"";"\"0\"";"";"";"\"103.753319\"";"\"1.317088\"";""
"\"4742\"";"\"ENTERPRISE HUB\"";"\"23\"";"\"2301\"";"\"0\"";"\"42 TOH GUAN RD EAST (608583)\"";"";"\"1\"";"\"1\"";"\"4\"";"\"-10\"";"\"19096\"";"\"35429\"";"\"1004741\"";"\"1\"";"";"";"\"103.753326\"";"\"1.336831\"";""
"\"4743\"";"\"SHC IND BUILDING\"";"\"23\"";"\"2305\"";"\"0\"";"\"11 PANDAN RD (609259)\"";"";"\"1\"";"\"1\"";"\"4\"";"\"-10\"";"\"19096\"";"\"31591\"";"\"1004742\"";"\"1\"";"";"";"\"103.753326\"";"\"1.302105\"";""
"\"4744\"";"\"PAVILION PK\"";"\"24\"";"\"2401\"";"\"0\"";"\"95 PAVILION CIRCLE (658535)\"";"";"\"1\"";"\"1\"";"\"4\"";"\"-10\"";"\"19097\"";"\"39364\"";"\"1004743\"";"\"0\"";"";"";"\"103.753334\"";"\"1.372436\"";""
"\"4745\"";"\"PANDAN LIGHT INDUSTRIES PK (BLOCK 193)\"";"\"23\"";"\"2305\"";"\"0\"";"\"193 PANDAN LOOP (128382)\"";"";"\"1\"";"\"1\"";"\"4\"";"\"-10\"";"\"19098\"";"\"32733\"";"\"1004744\"";"\"1\"";"";"";"\"103.753342\"";"\"1.312438\"";""
"\"4746\"";"\"PANDAN LIGHT INDUSTRIES PK (BLOCK 205)\"";"\"23\"";"\"2305\"";"\"0\"";"\"205 PANDAN LOOP (128395)\"";"";"\"1\"";"\"1\"";"\"4\"";"\"-10\"";"\"19099\"";"\"32790\"";"\"1004745\"";"\"1\"";"";"";"\"103.753357\"";"\"1.312953\"";""
"\"4747\"";"\"SUNGEI KADUT IND ESTATE\"";"\"23\"";"\"2305\"";"\"0\"";"\"42 SUNGEI KADUT ST 1 (729346)\"";"";"\"1\"";"\"1\"";"\"1\"";"\"-10\"";"\"19099\"";"\"43714\"";"\"1004746\"";"\"1\"";"";"";"\"103.753357\"";"\"1.411795\"";""
"\"4748\"";"\"SUNGEI KADUT IND ESTATE\"";"\"23\"";"\"2305\"";"\"0\"";"\"50 SUNGEI KADUT ST 1 (729352)\"";"";"\"1\"";"\"1\"";"\"1\"";"\"-10\"";"\"19099\"";"\"44174\"";"\"1004747\"";"\"1\"";"";"";"\"103.753357\"";"\"1.415957\"";""
"\"4749\"";"\"PAVILION PK\"";"\"24\"";"\"2401\"";"\"0\"";"\"227 PAVILION CIRCLE (658242)\"";"";"\"1\"";"\"1\"";"\"4\"";"\"-10\"";"\"19100\"";"\"38909\"";"\"1004748\"";"\"0\"";"";"";"\"103.753365\"";"\"1.368319\"";""
"\"4750\"";"\"PAVILION PK\"";"\"24\"";"\"2401\"";"\"0\"";"\"97 PAVILION CIRCLE (658536)\"";"";"\"1\"";"\"1\"";"\"4\"";"\"-10\"";"\"19101\"";"\"39359\"";"\"1004749\"";"\"0\"";"";"";"\"103.753372\"";"\"1.372391\"";""
"\"4751\"";"\"BOTANNIA\"";"\"24\"";"\"2401\"";"\"0\"";"\"31 WEST COAST PK (127649)\"";"";"\"1\"";"\"1\"";"\"4\"";"\"-10\"";"\"19102\"";"\"33462\"";"\"1004750\"";"\"0\"";"";"";"\"103.75338\"";"\"1.319034\"";""
"\"4752\"";"\"SUNGEI KADUT IND ESTATE\"";"\"23\"";"\"2305\"";"\"0\"";"\"36 SUNGEI KADUT ST 1 (729341)\"";"";"\"1\"";"\"1\"";"\"1\"";"\"-10\"";"\"19105\"";"\"43516\"";"\"1004751\"";"\"1\"";"";"";"\"103.75341\"";"\"1.410004\"";""
"\"4753\"";"\"SUNGEI KADUT IND ESTATE\"";"\"23\"";"\"2305\"";"\"0\"";"\"42 SUNGEI KADUT ST 1 (729346)\"";"";"\"1\"";"\"1\"";"\"1\"";"\"-10\"";"\"19105\"";"\"43685\"";"\"1004752\"";"\"1\"";"";"";"\"103.75341\"";"\"1.411533\"";""
"\"4754\"";"\"PAVILION PK\"";"\"24\"";"\"2401\"";"\"0\"";"\"226 PAVILION CIRCLE (658241)\"";"";"\"1\"";"\"1\"";"\"4\"";"\"-10\"";"\"19106\"";"\"38912\"";"\"1004753\"";"\"0\"";"";"";"\"103.753418\"";"\"1.368346\"";""
"\"4755\"";"\"PANDAN LIGHT INDUSTRIES PK (BLOCK 203B)\"";"\"23\"";"\"2305\"";"\"0\"";"\"203B PANDAN LOOP (128393)\"";"";"\"1\"";"\"1\"";"\"4\"";"\"-10\"";"\"19106\"";"\"32795\"";"\"1004754\"";"\"1\"";"";"";"\"103.753418\"";"\"1.312999\"";""
"\"4756\"";"\"BT VIEW PRIMARY SCHOOL\"";"\"25\"";"\"2504\"";"\"0\"";"\"18 BT BATOK ST 21 (659634)\"";"";"\"1\"";"\"1\"";"\"4\"";"\"-10\"";"\"19106\"";"\"36448\"";"\"1004755\"";"\"1\"";"";"";"\"103.753418\"";"\"1.346051\"";""
"\"4757\"";"\"MONTEREY PK CONDOMINIUM\"";"\"24\"";"\"2401\"";"\"0\"";"\"31 WEST COAST RISE (127474)\"";"";"\"1\"";"\"1\"";"\"4\"";"\"-10\"";"\"19107\"";"\"33278\"";"\"1004756\"";"\"0\"";"";"";"\"103.753426\"";"\"1.317369\"";""
"\"4758\"";"\"PANDAN LIGHT INDUSTRIES PK (BLOCK 195)\"";"\"23\"";"\"2305\"";"\"0\"";"\"195 PANDAN LOOP (126890)\"";"";"\"1\"";"\"1\"";"\"4\"";"\"-10\"";"\"19107\"";"\"32740\"";"\"1004757\"";"\"1\"";"";"";"\"103.753426\"";"\"1.312501\"";""
"\"4759\"";"\"SHC IND BUILDING\"";"\"23\"";"\"2305\"";"\"0\"";"\"11 PANDAN RD (609259)\"";"";"\"1\"";"\"1\"";"\"4\"";"\"-10\"";"\"19108\"";"\"31562\"";"\"1004758\"";"\"1\"";"";"";"\"103.753433\"";"\"1.301842\"";""
"\"4760\"";"\"CHEK CHAI LONG CHUEN TEMPLE\"";"\"38\"";"\"3802\"";"\"0\"";"\"33 KRANJI RD (739565)\"";"";"\"1\"";"\"1\"";"\"1\"";"\"-10\"";"\"19108\"";"\"46387\"";"\"1004759\"";"\"1\"";"";"";"\"103.753433\"";"\"1.435981\"";""
"\"4761\"";"\"SUNGEI KADUT IND ESTATE\"";"\"23\"";"\"2305\"";"\"0\"";"\"31 SUNGEI KADUT AVE (729660)\"";"";"\"1\"";"\"1\"";"\"1\"";"\"-10\"";"\"19109\"";"\"43309\"";"\"1004760\"";"\"1\"";"";"";"\"103.753441\"";"\"1.408131\"";""
